accession	keywords	base_count	last_updated	first_public	description
AF136668		884	2005-04-15	1999-06-03	Drosophila americana americana G96.21X alcohol dehydrogenase (Adh) gene, partial cds.
AF136699		884	2005-04-15	1999-06-03	Drosophila americana texana LP97.01 alcohol dehydrogenase (Adh) gene, partial cds.
AF459753		290	2006-11-14	2002-05-16	Drosophila biarmipes alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459763		290	2006-11-14	2002-05-16	Drosophila watanabei alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459771		290	2006-11-14	2002-05-16	Drosophila kikkawai alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
KY002642	UNVERIFIED	819	2017-10-13	2017-10-13	UNVERIFIED: Drosophila melanogaster strain IND_DMEL_KL6 alcohol dehydrogenase-like gene, complete sequence.
LC057205		836	2019-06-04	2019-06-04	Drosophila sp. XT-32 Adh gene for alcohol dehydrogenase, partial cds.
U64529		3491	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS251 allele, complete cds.
U64533		3465	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS267 allele, complete cds.
U64537		3465	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS277 allele, complete cds.
AB669824		839	2014-01-02	2014-01-02	Drosophila asahinai Adh gene for alcohol dehydrogenase, partial cds, strain: TKNM1.
AB669834		838	2014-01-02	2014-01-02	Drosophila rufa Adh gene for alcohol dehydrogenase, partial cds, strain: EH091.
AB669858		833	2014-01-02	2014-01-02	Drosophila barbarae Adh gene for alcohol dehydrogenase, partial cds, strain: MMY317.
AB669864		832	2014-01-02	2014-01-02	Drosophila kikkawai Adh gene for alcohol dehydrogenase, partial cds, strain: NAHA1.
AF136682		884	2005-04-15	1999-06-03	Drosophila americana americana G96.47Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136688		884	2005-04-15	1999-06-03	Drosophila americana americana G96.33Y alcohol dehydrogenase (Adh) gene, partial cds.
AF136694		884	2005-04-15	1999-06-03	Drosophila americana americana G96.11Y alcohol dehydrogenase (Adh) gene, partial cds.
AF459772		290	2006-11-14	2002-05-16	Drosophila lini alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
AF459775		290	2006-11-14	2002-05-16	Drosophila triauraria alcohol dehydrogenase (Adh) gene, exon 2 and partial cds.
EF560573		622	2008-07-12	2008-05-01	Drosophila brncici pop-variant Bogota alcohol dehydrogenase (adh) gene, partial cds.
L78928	alcohol dehydrogenase	822	2005-04-17	1996-06-25	Drosophila mimica (strain 15292-2561.9) alcohol dehydrogenase gene, partial cds.
U64546		3504	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS322 allele, complete cds.
U64557		3457	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS352 allele, complete cds.
AB669882		838	2014-01-02	2014-01-02	Drosophila bicornuta Adh gene for alcohol dehydrogenase, partial cds, strain: BOG1.
AF136659		884	2005-04-15	1999-06-03	Drosophila americana americana G96.14X alcohol dehydrogenase (Adh) gene, partial cds.
AY804554		759	2005-10-06	2005-10-06	Drosophila santomea strain STO.4 alcohol dehydrogenase (Adh) gene, partial cds.
U76477		897	2005-04-18	1996-11-19	Drosophila hydei strain 9 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
U64539		3489	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS295 allele, complete cds.
U76473		897	2005-04-18	1996-11-19	Drosophila hydei strain 5 alcohol dehydrogenase (Adh-Finnegan) gene, partial cds.
AB703325		405	2012-03-18	2012-03-18	Drosophila tolteca Adh gene for alcohol dehydrogenase, partial cds, clone: D.tolteca.
AF136676		884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.1Y alcohol dehydrogenase (Adh) gene, partial cds.
AH011594		565	2016-04-08	2016-04-08	Drosophila biauraria strain 14028-0501.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY541093		555	2005-08-24	2004-12-13	Drosophila innubila strain CH2_M3 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY874369		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 21 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY340288		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.03X alcohol dehydrogenase (Adh) gene, partial cds.
AY340299		881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN01.05Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340303		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN97.09Y alcohol dehydrogenase (Adh) gene, partial cds.
AY340307		881	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.09Y alcohol dehydrogenase (Adh) gene, partial cds.
AY541097		555	2005-08-24	2004-12-13	Drosophila innubila strain CH3_M70 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
LC057203		837	2019-06-04	2019-06-04	Drosophila lutescens Adh gene for alcohol dehydrogenase, partial cds, strain: AK96-3.
AB703317		405	2012-03-18	2012-03-18	Drosophila ambigua Adh gene for alcohol dehydrogenase, partial cds, clone: D.ambigua.
AB703321		405	2012-03-18	2012-03-18	Drosophila helvetica Adh gene for alcohol dehydrogenase, partial cds, clone: D.helvetica.
AB932669		856	2014-10-26	2014-10-26	Drosophila putrida Adh gene for alcohol dehydrogenase, partial cds, strain: E-22401.
AF476924		405	2005-04-15	2002-04-26	Drosophila quadraria strain 14028-0651.0 alcohol dehydrogenase (Adh) gene, partial cds.
AY340296		881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN01.01Y alcohol dehydrogenase (Adh) gene, partial cds.
AY364494		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 36 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364497		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 84 alcohol dehydrogenase 1 (Adh1) gene, complete cds.
AY364515		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 93 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY874370		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 22 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
EF560580		626	2008-07-12	2008-05-01	Drosophila pavani pop-variant La Florida alcohol dehydrogenase (adh) gene, partial cds.
AF136651		884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.1X alcohol dehydrogenase (Adh) gene, partial cds.
AY340283		881	2005-04-16	2003-08-13	Drosophila americana pop-variant DN01.05X alcohol dehydrogenase (Adh) gene, partial cds.
AY364510		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 14 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY364519		879	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 87 alcohol dehydrogenase-2 (Adh2) gene, complete cds.
AY541089		555	2005-08-24	2004-12-13	Drosophila innubila strain CH1_M2 alcohol dehydrogenase-related protein (Adhr) gene, partial cds.
AY874373		1419	2005-05-31	2005-05-31	Drosophila subobscura strain line 33 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AF136654		884	2005-04-15	1999-06-03	Drosophila americana americana D.am-.3X alcohol dehydrogenase (Adh) gene, partial cds.
AB932650		833	2014-10-26	2014-10-26	Drosophila cardini Adh gene for alcohol dehydrogenase, partial cds, strain: E-17701.
AY874365		1406	2005-05-31	2005-05-31	Drosophila subobscura strain line 7 alcohol dehydrogenase (Adh-Twain) gene, partial cds.
AY044128		720	2006-11-14	2002-08-06	Drosophila ruberrima alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044129		747	2006-11-14	2002-08-06	Drosophila neohypocausta alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154841		879	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154858		880	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 14 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY364505		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase 1 (Adh1) gene, complete cds.
M17830	alcohol dehydrogenase, dehydrogenase	2722	2006-11-14	1991-07-01	D.melanogaster (strain Fr-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
AB669887		836	2014-01-02	2014-01-02	Drosophila mayri Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0591.01.
AB669888		839	2014-01-02	2014-01-02	Drosophila orosa Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0611.00.
AB932645		845	2014-10-26	2014-10-26	Drosophila acutilabella Adh gene for alcohol dehydrogenase, partial cds, strain: 15181-2171.10.
AY154840		878	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 10 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154846		879	2005-04-16	2003-03-03	Drosophila arizonae strain ARTU 36 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY340289		852	2005-04-16	2003-08-13	Drosophila americana pop-variant NN00.04-8X alcohol dehydrogenase (Adh) gene, partial cds.
AY364508		880	2005-04-16	2004-01-30	Drosophila mojavensis strain MJS 147.2F alcohol dehydrogenase-2 (Adh2) gene, complete cds.
M17836	alcohol dehydrogenase, dehydrogenase	2770	2006-11-14	1991-07-01	D.melanogaster (strain Af-F) alcohol dehydrogenase gene (allele Adh-F), complete cds.
M55545	alcohol dehydrogenase, cytoplasmic protein, short-chain dehydrogenase	3980	2010-12-01	1992-04-30	Drosophila subobscura alchohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AB669855		825	2014-01-02	2014-01-02	Drosophila watanabei Adh gene for alcohol dehydrogenase, partial cds, strain: 14028-0531.02.
AY044124		725	2006-11-14	2002-08-06	Drosophila kohkoa alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY044125		725	2006-11-14	2002-08-06	Drosophila siamana alcohol dehydrogenase (Adh) gene, exons 2 and 3 and partial cds.
AY154853		880	2005-04-16	2003-03-03	Drosophila arizonae strain AR00 4 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
M17832	alcohol dehydrogenase, dehydrogenase	2727	2006-11-14	1991-07-01	D.melanogaster (strain Ja-S) alcohol dehydrogenase gene (allele Adh-S), complete cds.
AB932647		838	2014-10-26	2014-10-26	Drosophila arawakana Adh gene for alcohol dehydrogenase, partial cds, strain: 15182-2261.03.
AB194428		1800	2006-02-27	2005-05-07	Drosophila merina Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF045114		405	2006-11-14	1998-06-02	Drosophila sturtevanti strain 14043-0871.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AF045118		405	2006-11-14	1998-06-02	Drosophila prosaltans strain 14045-0901.4 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154833		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154871		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 103.3 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY154873		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 115.4 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY165542		743	2006-11-14	2003-05-01	Drosophila novamexicana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AF045120		405	2006-11-14	1998-06-02	Drosophila neocordata strain 14041-0831.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154831		880	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 47.3 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154875		878	2005-04-16	2003-03-03	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AB194424		1779	2006-02-27	2005-05-07	Drosophila pseudoananassae nigrens Adh, Adhr genes for alcohol dehydrogenase, hypothetical protein, complete and partial cds.
AF348878		667	2006-11-14	2001-04-16	Drosophila auraria strain WK alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF348885		667	2006-11-14	2001-04-16	Drosophila subauraria strain SP alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
CK131258	EST	607	2003-12-03	2003-12-03	GH27610.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH27610 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.
CV790484	EST	726	2004-11-12	2004-11-12	zaa36c05.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV785893	EST	467	2004-11-12	2004-11-12	zaa02h11.y1 D yakuba testes cDNA Drosophila yakuba cDNA 5' similar to SW:ADH_DROTE P28484 ALCOHOL DEHYDROGENASE , mRNA sequence.
BI628420	EST	590	2001-09-11	2001-09-11	RH56810.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH56810 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/22/2001, mRNA sequence.
BI571028	EST	676	2001-09-07	2001-09-07	RH05837.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05837 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571793	EST	530	2001-09-07	2001-09-07	RH07086.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH07086 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
BI571034	EST	547	2001-09-07	2001-09-07	RH05843.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH05843 5 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 07/26/2001, mRNA sequence.
CV042948	EST	535	2004-08-24	2004-08-24	dba16c04.x1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
AY695387		1141	2006-11-14	2006-08-01	Drosophila caribiana alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
AA567713	EST	281	2001-04-25	1997-09-11	HL01670.5prime HL Drosophila melanogaster head BlueScript Drosophila melanogaster cDNA clone HL01670 5prime similar to M22210: D.melanogaster thermostable FAST alcohol dehydrogenase allele gene, complete cds. DATE:12/18/97, mRNA sequence.
BF501656	EST	371	2001-04-26	2000-12-07	AT17045.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT17045 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
AA820792	EST	587	2003-12-03	1998-02-18	LD24679.5prime LD Drosophila melanogaster embryo pOT2 Drosophila melanogaster cDNA clone LD24679 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/13/2002, mRNA sequence.
AF006568		3465	2005-04-15	1997-09-11	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AY279326		2675	2006-11-14	2004-03-31	Drosophila eugracilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
X04454	alcohol dehydrogenase	2369	2006-11-14	1986-11-18	Drosophila melanogaster alcohol dehydrogenase null4 allele
U64535		4594	2005-04-18	1996-08-16	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS271 allele, and alcohol dehydrogenase-like protein gene, complete cds.
X62185	ADH gene, alcohol dehydrogenase	3498	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62238	ADH gene, alcohol dehydrogenase	3479	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64485	ADH gene, alcohol dehydrogenase	3472	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
M60792	alcohol dehydrogenase	895	2006-11-14	1992-06-06	Drosophila mimica alcohol dehydrogenase gene, complete cds.
X62181	ADH gene, alcohol dehydrogenase	3494	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62188	ADH gene, alcohol dehydrogenase	3472	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62219	ADH gene, alcohol dehydrogenase	3447	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62201	ADH gene, alcohol dehydrogenase	3479	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64472	ADH gene, alcohol dehydrogenase	3453	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64477	ADH gene, alcohol dehydrogenase	3506	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62213	ADH gene, alcohol dehydrogenase	3463	2006-11-14	1992-10-16	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238776		2042	2005-04-16	2003-04-08	Drosophila miranda strain MA28 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AB026527	alcohol dehydrogenase	840	2005-04-14	1999-10-29	Drosophila lutescens gene for alcohol dehydrogenase, partial cds.
GQ376037		410	2009-08-03	2009-08-02	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.
AY750138		911	2006-07-20	2005-12-31	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.
EU490429		651	2008-04-20	2008-03-11	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.
HQ631472		290	2012-01-02	2011-08-30	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.
U94197		222	2005-04-18	1998-02-23	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.
U94198		204	2005-04-18	1998-02-23	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.
X68160	alcohol dehydrogenase	3473	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)
AB026533	alcohol dehydrogenase	847	2005-04-14	1999-10-29	Drosophila saltans gene for alcohol dehydrogenase, partial cds.
AY006410		510	2005-09-26	2001-09-04	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.
AY006420		510	2005-09-26	2001-09-04	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.
AY081441		289	2005-04-16	2002-08-09	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.
AY081442		283	2005-04-16	2002-08-09	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471658		711	2006-07-20	2006-07-20	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.
DQ471668		711	2006-07-20	2006-07-20	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.
HQ631481		290	2012-01-02	2011-08-30	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.
MF908506		763	2018-08-19	2018-08-19	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.
AY750134		911	2006-07-20	2005-12-31	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
AY006423		510	2005-09-26	2001-09-04	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.
AY750142		911	2006-07-20	2005-12-31	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
X68166	alcohol dehydrogenase	3505	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)
X68163	alcohol dehydrogenase	3489	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)
AY081443		277	2005-04-16	2002-08-09	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.
AY081439		283	2005-04-16	2002-08-09	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.
U94194		204	2005-04-18	1998-02-23	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.
X68162	alcohol dehydrogenase	3482	2006-11-14	1992-10-08	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)
Z00033	alcohol dehydrogenase	1835	2005-04-18	1986-07-02	Drosophila mauritiana alcohol dehydrogenase gene and 5' flanks
U26837		950	2005-04-17	1995-06-22	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.
U90954		431	2006-11-14	1997-11-14	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.
AY238772		2042	2005-04-16	2003-04-08	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238774		2042	2005-04-16	2003-04-08	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AB932677		826	2015-01-14	2015-01-14	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.
AF260695		506	2005-04-15	2000-09-20	Drosophila gymnobasis alcohol dehydrogenase-related protein gene, partial cds.
KM016469		478	2014-09-24	2014-09-24	Drosophila simulans isolate KY31 alcohol dehydrogenase-related gene, intron.
KM016472		480	2014-09-24	2014-09-24	Drosophila simulans isolate KY01 alcohol dehydrogenase-related gene, intron.
KM016475		479	2014-09-24	2014-09-24	Drosophila simulans isolate KY05 alcohol dehydrogenase-related gene, intron.
AB261137		863	2007-11-03	2007-11-03	Drosophila nasuta Adh gene for alcohol dehydrogenase, partial cds.
AB932655		810	2014-10-26	2014-10-26	Drosophila falleni Adh gene for alcohol dehydrogenase, partial cds.
AB932660		776	2014-10-26	2014-10-26	Drosophila innubila Adh gene for alcohol dehydrogenase, partial cds.
DQ471611		711	2006-07-20	2006-07-20	Drosophila americana texana alcohol dehydrogenase (Adh) gene, partial cds.
X57362	ADH gene, alcohol dehydrogenase	973	2006-11-14	1991-07-17	Drosophila simulans (individual d) Adh gene for alcohol dehydrogenase
X57370	ADH gene, alcohol dehydrogenase	975	2006-11-14	1991-07-17	Drosophila yakuba (individual f) Adh gene for alcohol dehydrogenase
AB033642	alcohol dehydrogenase	711	2006-07-17	1999-11-16	Drosophila albomicans Adh mRNA for alcohol dehydrogenase, partial cds.
AB261131		839	2007-11-03	2007-11-03	Drosophila formosana Adh gene for alcohol dehydrogenase, partial cds.
AB932659		840	2015-01-14	2015-01-14	Drosophila histrio Adh gene for alcohol dehydrogenase, partial cds.
AY279323		319	2006-11-14	2004-03-31	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.
HQ232351		437	2011-08-08	2011-08-08	Drosophila hypercephala isolate c2 alcohol dehydrogenase gene, partial cds.
M60991	alcohol dehydrogenase, alternative splicing	3475	2006-11-14	1992-01-26	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.
U95259		1172	2005-04-18	1999-01-06	Drosophila willistoni Guana alcohol dehydrogenase (Adh) gene, complete cds.
X60792	ADH gene, alcohol dehydrogenase	1901	2006-11-14	1991-10-07	D.melanogaster (strain RI32) Adh gene for alcohol dehydrogenase
AB261134		879	2007-11-03	2007-11-03	Drosophila neohypocausta Adh gene for alcohol dehydrogenase, partial cds.
AF260691		456	2005-04-15	2000-09-20	Drosophila virilis alcohol dehydrogenase-related protein gene, partial cds.
AB261140		840	2007-11-03	2007-11-03	Drosophila maculinotata Adh gene for alcohol dehydrogenase, partial cds.
X57361	ADH gene, alcohol dehydrogenase	969	2006-11-14	1991-07-17	Drosophila simulans (individual c) Adh gene for alcohol dehydrogenase
U95273		1183	2005-04-18	1999-01-06	Drosophila insularis FA alcohol dehydrogenase (Adh) gene, complete cds.
AB154559		683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh18.
AF201446		481	2006-11-14	2000-07-03	Drosophila simulans isolate MD112 alcohol dehydrogenase (Adhr) gene, intron 1.
AY095942		431	2008-12-16	2003-05-01	Drosophila kuntzei isolate kun2 alcohol dehydrogenase (Adh) gene, partial cds.
AY335200		792	2005-04-16	2003-12-31	Drosophila sturtevanti clone Dsturt2 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471624		711	2006-07-20	2006-07-20	Drosophila multidentata strain 55 alcohol dehydrogenase (Adh) gene, partial cds.
JX455212		480	2014-01-02	2012-09-03	Drosophila simulans isolate HW03 alcohol dehydrogenase (Adhr) gene, intron 1.
KJ767239		872	2014-10-29	2014-09-04	Drosophila melanogaster strain Samarkand alcohol dehydrogenase (Adh) gene, partial cds.
KX976496		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Tai_18 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976499		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_Airport_16_5 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976511		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_1_19 alcohol dehydrogenase (Adh) mRNA, complete cds.
LC057197		822	2019-06-04	2019-06-04	Drosophila sp. KO4 Adh gene for alcohol dehydrogenase, partial cds.
M60984	alcohol dehydrogenase, alternative splicing	3494	2006-11-14	1992-04-30	Drosophila pseudoobscura (strain AH133) alcohol dehydrogenase (adh) gene, complete cds.
U95270		1168	2005-04-18	1999-01-06	Drosophila paulistorum 0771.4 alcohol dehydrogenase (Adh) gene, complete cds.
AB154546		686	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh05.
AF201431		480	2006-11-14	2000-07-03	Drosophila simulans isolate HW09 alcohol dehydrogenase (Adhr) gene, intron 1.
DQ471648		711	2006-07-20	2006-07-20	Drosophila barutani strain 245 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110516		859	2011-06-02	2011-05-06	Drosophila prosaltans isolate D_Pros_c2 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110517		828	2011-06-02	2011-05-06	Drosophila prosaltans isolate D_pros_c3 alcohol dehydrogenase (Adh) gene, partial cds.
KX976503		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_SN_Cascade_22 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976508		771	2016-11-12	2016-11-12	Drosophila yakuba isolate Yakuba_COST_1235_3 alcohol dehydrogenase (Adh) mRNA, complete cds.
M19276	alcohol dehydrogenase, dehydrogenase	829	2006-11-14	1991-07-26	D.simulans alcohol dehydrogenase gene, exons 1,2 and 3.
M60982	alcohol dehydrogenase, alternative splicing	3472	2006-11-14	1992-04-30	Drosophila pseudoobscura (strain AH100) alcohol dehydrogenase adh gene, complete cds.
AB154545		683	2005-04-14	2004-04-01	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh04.
